miRNA name	H1	H2	H3	H4	H5	H6	H7	H8	H9	L1	L10	L2	L3	L4	L5	L6	L7	L8	L9	S1	S2	S3	S4	S5	S6	S7	S8	S9	HC	LN	SLE
hsa-miR-454-5p	0	0	5.678	0	33.2956	0	0	20.3163	0	0	0	0	31.4218	84.4274	0	0	0	35.3369	0	0	0	0	35.8556	0	0	0	0	0	6.587767	15.11861	3.983956
hsa-miR-455-3p	887.8844	69.185	959.5894	1142.7846	577.1237	2030.8909	962.3075	1147.8724	916.5257	2270.0044	0	1591.5119	1853.8885	914.6299	1028.1627	2440.6675	1254.8291	4099.0848	638.3658	1055.5018	1172.1113	275.558	1912.2973	574.2848	1656.4013	492.8536	706.9059	869.7921	966.018178	1609.11446	968.411789
hsa-miR-455-5p	0	0	130.595	222.2081	55.4927	0	162.4675	20.3163	141.0039	63.0557	0	0	125.6874	70.3561	44.7027	309.2248	148.2082	35.3369	319.1829	175.917	75.6201	0	167.326	63.8094	450.2838	246.4268	163.1321	0	81.342611	111.57547	149.168356
hsa-miR-4632-3p	0	0	0	0	0	106.889	0	0	0	0	0	0	0	0	0	33.1312	0	0	0	0	0	0	0	0	0	0	0	0	11.876556	3.31312	0
hsa-miR-4636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	106.0108	0	0	0	0	0	0	0	0	0	86.9792	0	11.70545	9.664356
hsa-miR-4640-3p	0	0	0	63.488	0	0	0	10.1582	0	0	0	530.504	0	42.2137	0	22.0875	9.8805	0	0	0	0	0	0	0	16.0816	0	0	0	8.182911	60.46857	1.786844
hsa-miR-4644	0	0	11.3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.261789	0	0
hsa-miR-4645-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-4646-5p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28437	0
hsa-miR-4647	0	0	22.7122	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	2.523578	9.81806	0
hsa-miR-4652-5p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-4659b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-466	0	0	22.7122	0	0	0	0	30.4745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.8556	21.2698	16.0816	0	0	347.9168	5.909633	0	46.791533
hsa-miR-4660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	0	0	15.308778
hsa-miR-4662a-5p	0	0	22.7122	0	22.1971	0	24.995	0	0	63.0557	0	176.8347	31.4218	70.3561	0	0	79.0444	35.3369	0	0	75.6201	0	11.9519	0	48.2447	0	0	0	7.767144	45.60496	15.090744
hsa-miR-4662b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0	2.96416	0
hsa-miR-4665-5p	0	0	0	0	0	0	37.4925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	4.165833	0	1.327989
hsa-miR-4668-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	263.8755	0	0	0	0	0	0	0	0	0	0.98805	29.3195
hsa-miR-4671-5p	0	69.185	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.920389	0	0
hsa-miR-4677-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-4677-5p	0	0	0	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	2.777222	0	2.363311
hsa-miR-4683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-4685-3p	107.6224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.958044	0	0
hsa-miR-4687-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5396	0	0	0	0	1.233167	0	4.726622
hsa-miR-4689	26.9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.989511	0	0
hsa-miR-4690-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	0	1.40712	15.308778
hsa-miR-4706	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-4707-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	11.9519	0	0	0	0	0	0	7.06739	1.327989
hsa-miR-4709-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-4709-5p	0	0	0	0	0	0	0	0	211.5059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.500656	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	0	0	15.308778
hsa-miR-4723-3p	0	0	0	0	11.0985	0	0	10.1582	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	21.2698	0	0	0	0	2.361856	1.10437	2.363311
hsa-miR-4723-5p	0	0	22.7122	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.523578	1.40712	0
hsa-miR-4724-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-4724-5p	0	0	5.678	0	0	0	37.4925	0	141.0039	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	20.463822	3.14218	2.363311
hsa-miR-4725-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-4725-5p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-4726-5p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630889	0	0
hsa-miR-4727-3p	0	0	0	0	0	53.4445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.938278	0	0
hsa-miR-4728-3p	80.7168	69.185	34.0683	95.232	155.3795	53.4445	137.4725	71.1071	0	315.2784	0	0	0	28.1425	178.8109	154.6124	9.8805	0	0	0	75.6201	413.337	47.8074	85.0792	96.4894	0	108.7548	0	77.400633	68.67247	91.898656
hsa-miR-4728-5p	0	0	11.3561	0	0	0	0	40.6327	0	0	0	0	0	14.0712	0	0	0	35.3369	0	0	0	0	0	21.2698	32.1631	0	54.3774	0	5.776533	4.94081	11.978922
hsa-miR-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-4732-5p	0	0	0	0	0	0	0	0	0	0	0	0	125.6874	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.97586	0
hsa-miR-4733-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63.8094	0	0	0	0	0	0	7.089933
hsa-miR-4739	0	0	5.678	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.864056	0	0
hsa-miR-4742-5p	0	0	17.0341	0	0	0	0	0	0	0	0	0	0	0	0	0	19.7611	0	0	0	0	0	11.9519	0	0	0	0	0	1.892678	1.97611	1.327989
hsa-miR-4749-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23.9037	0	0	61.6067	0	0	0	0	9.501156
hsa-miR-4749-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-4750-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	0	0	0	0	0	0	1.233167	7.06739	0
hsa-miR-4756-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3774	0	0	0	6.041933
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	11.9519	0	0	0	0	0	0	7.06739	1.327989
hsa-miR-4772-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-4772-5p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28437	0
hsa-miR-4778-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-4783-3p	0	0	0	0	0	0	0	20.3163	0	63.0557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.257367	6.30557	0
hsa-miR-4787-3p	0	0	0	0	0	0	0	0	0	0	0	530.504	0	0	178.8109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.93149	0
hsa-miR-4787-5p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159.5914	0	0	0	0	0	0	0	0	0	0.630889	15.95914	0
hsa-miR-4789-3p	0	0	0	95.232	0	0	0	10.1582	70.502	189.167	0	0	0	14.0712	0	0	0	0	0	0	37.81	0	0	0	0	61.6067	0	0	19.543578	20.32382	11.0463
hsa-miR-4790-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.917	0	0	0	0	0	0	0	0	0	0	19.546333
hsa-miR-4796-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-4800-3p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	9.8805	70.6739	0	0	37.81	0	11.9519	0	0	0	0	0	0	14.33981	5.5291
hsa-miR-4800-5p	0	69.185	0	63.488	11.0985	160.3335	0	0	70.502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.623	0	0
hsa-miR-4802-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61.6067	0	0	0	0	6.845189
hsa-miR-4802-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	3.14218	1.327989
hsa-miR-483-3p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.388611	0	0
hsa-miR-483-5p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	16.0816	61.6067	0	0	0.630889	3.53369	8.632033
hsa-miR-484	403.5838	415.11	113.5609	253.9521	277.4633	213.778	312.4375	223.4796	70.502	63.0557	0	176.8347	471.3276	309.567	134.1082	298.1811	79.0444	176.6847	638.3658	0	302.4803	0	239.0372	85.0792	321.6313	123.2134	54.3774	434.8961	253.763022	234.71692	173.412767
hsa-miR-485-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	61.6067	0	0	0	3.14218	6.845189
hsa-miR-485-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1631	0	0	0	0	0	3.573678
hsa-miR-486-3p	0	0	0	0	0	0	0	0	0	0	0	0	94.2655	56.2849	0	0	0	0	0	0	0	0	11.9519	0	0	61.6067	0	0	0	15.05504	8.173178
hsa-miR-486-5p	53.8112	69.185	0	0	11.0985	0	62.4875	40.6327	0	0	264.9709	0	19450.1178	309.567	0	77.3062	19.7611	212.0216	159.5914	0	0	0	35.8556	21.2698	0	0	0	0	26.357211	2049.3336	6.347267
hsa-miR-487b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0	2.96416	0
hsa-miR-489-3p	269.0559	761.035	766.5359	317.4402	377.3501	213.778	374.925	406.3265	423.0118	378.3341	0	176.8347	94.2655	393.9944	223.5136	220.8749	454.505	530.0541	0	351.8339	453.7205	688.895	310.7483	510.4754	948.8124	677.6737	489.3964	1130.7298	434.384267	247.23763	618.031711
hsa-miR-489-5p	0	0	5.678	0	0	0	0	0	70.502	0	0	0	0	0	0	0	0	0	0	87.9585	0	137.779	11.9519	63.8094	48.2447	61.6067	0	0	8.464444	0	45.705578
hsa-miR-491-3p	80.7168	0	0	0	0	0	0	0	0	126.1114	0	0	0	0	89.4055	0	0	0	0	0	0	0	0	0	0	0	0	0	8.968533	21.55169	0
hsa-miR-491-5p	0	0	11.3561	0	0	0	62.4875	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	11.9519	106.349	16.0816	0	0	0	8.204844	1.10437	14.931389
hsa-miR-494-3p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-495-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-497-5p	0	0	45.4243	0	33.2956	0	24.995	0	0	126.1114	0	0	0	126.6411	0	99.3937	108.686	318.0324	0	87.9585	75.6201	0	107.5667	212.6981	64.3263	0	54.3774	0	11.523878	77.88646	66.949678
hsa-miR-498-5p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-4999-3p	0	0	0	0	0	0	0	20.3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.257367	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	478.7743	0	0	0	0	0	0	0	0	0	0	47.87743	0
hsa-miR-500a-3p	295.9615	138.37	533.7361	412.6722	355.153	160.3335	187.4625	426.6428	705.0197	945.8352	0	707.3386	157.1092	619.1341	89.4055	508.0122	494.0272	777.4126	0	263.8755	680.5808	0	490.0262	893.3319	337.7129	616.067	163.1321	0	357.261256	429.82746	382.747378
hsa-miR-500a-5p	0	0	11.3561	0	66.5912	0	0	20.3163	0	0	0	0	0	14.0712	0	0	19.7611	0	0	0	0	0	0	0	0	0	0	0	10.918178	3.38323	0
hsa-miR-500b-5p	0	0	11.3561	0	66.5912	0	0	20.3163	0	0	0	0	0	14.0712	0	0	19.7611	0	0	0	0	0	0	0	0	0	0	0	10.918178	3.38323	0
hsa-miR-501-3p	53.8112	0	124.917	126.9761	166.478	320.667	149.97	50.7908	141.0039	189.167	0	0	125.6874	112.5698	89.4055	154.6124	49.4027	0	0	703.6679	226.8603	0	59.7593	42.5396	289.4682	0	326.2643	0	126.068222	72.08448	183.173289
hsa-miR-501-5p	26.9056	138.37	62.4585	31.744	0	0	37.4925	20.3163	0	189.167	0	0	0	28.1425	0	55.2187	88.9249	35.3369	0	0	113.4301	0	59.7593	148.8887	96.4894	123.2134	0	0	35.2541	39.679	60.197878
hsa-miR-5010-5p	0	69.185	11.3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	8.949011	0	1.327989
hsa-miR-502-3p	269.0559	276.74	414.4972	380.9282	266.3648	267.2225	87.4825	233.6377	493.5138	819.7238	0	707.3386	125.6874	408.0656	402.3245	397.5748	266.7747	530.0541	0	87.9585	529.3406	137.779	406.3632	850.7923	418.1207	677.6737	271.8869	0	298.826956	365.75435	375.5461
hsa-miR-502-5p	0	0	22.7122	95.232	33.2956	0	62.4875	81.2653	423.0118	0	0	0	0	98.4986	44.7027	11.0437	49.4027	0	0	0	75.6201	0	11.9519	85.0792	32.1631	0	0	0	79.778267	20.36477	22.757144
hsa-miR-503-3p	0	0	0	0	11.0985	0	0	10.1582	0	0	0	0	62.8437	28.1425	0	0	9.8805	0	0	0	37.81	0	47.8074	0	0	0	0	0	2.361856	10.08667	9.513044
hsa-miR-503-5p	161.4335	0	5.678	95.232	0	106.889	24.995	91.4235	0	0	0	0	94.2655	112.5698	89.4055	33.1312	148.2082	35.3369	0	263.8755	0	0	35.8556	42.5396	0	0	0	0	53.961222	51.29171	38.030078
hsa-miR-504-3p	0	0	11.3561	0	0	0	12.4975	40.6327	0	126.1114	0	0	0	0	0	33.1312	0	35.3369	159.5914	0	0	0	0	0	16.0816	123.2134	0	0	7.165144	35.41709	15.477222
hsa-miR-504-5p	0	0	28.3902	31.744	22.1971	0	0	50.7908	0	0	0	0	0	42.2137	0	22.0875	79.0444	70.6739	319.1829	0	0	0	23.9037	0	48.2447	0	0	0	14.791344	53.32024	8.016489
hsa-miR-505-3p	322.8671	207.555	329.3265	349.1842	355.153	534.445	649.87	396.1683	564.0158	378.3341	264.9709	353.6693	471.3276	548.7779	670.5409	728.8871	642.2354	212.0216	0	703.6679	340.2904	826.674	394.4113	255.2377	434.2023	184.8201	435.019	347.9168	412.064989	427.07648	435.804389
hsa-miR-505-5p	188.3391	0	170.3413	31.744	344.0545	320.667	149.97	284.4286	0	315.2784	0	530.504	597.0149	196.9972	89.4055	242.9624	306.2969	212.0216	0	263.8755	226.8603	0	35.8556	212.6981	128.6525	369.6402	54.3774	173.9584	165.504944	249.04809	162.879778
hsa-miR-506-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	42.2137	0	77.3062	59.2833	0	0	0	0	0	0	0	16.0816	0	0	0	0	17.88032	1.786844
hsa-miR-508-3p	0	0	0	0	0	0	12.4975	91.4235	0	0	0	530.504	125.6874	28.1425	0	331.3123	98.8054	388.7063	0	0	0	0	11.9519	0	64.3263	0	0	0	11.546778	150.31579	8.475356
hsa-miR-508-5p	0	0	5.678	0	11.0985	0	37.4925	0	0	0	0	0	125.6874	84.4274	0	220.8749	88.9249	141.3478	0	0	0	0	95.6149	0	48.2447	61.6067	54.3774	0	6.029889	66.12624	28.871522
hsa-miR-509-3-5p	0	0	22.7122	63.488	11.0985	0	12.4975	20.3163	0	378.3341	0	0	188.531	14.0712	89.4055	287.1374	19.7611	247.3586	0	0	0	0	47.8074	0	32.1631	61.6067	0	0	14.456944	122.45989	15.7308
hsa-miR-509-3p	0	0	5.678	0	0	0	0	60.949	0	0	0	530.504	31.4218	28.1425	0	88.35	19.7611	176.6847	0	0	0	0	0	0	0	0	0	0	7.403	87.48641	0
hsa-miR-509-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	22.0875	9.8805	35.3369	0	0	0	0	23.9037	0	0	61.6067	0	0	0	9.87267	9.501156
hsa-miR-5094	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-510-3p	0	0	0	0	0	0	0	0	0	0	0	176.8347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.68347	0
hsa-miR-510-5p	0	0	22.7122	0	0	0	12.4975	0	0	63.0557	0	0	188.531	42.2137	44.7027	220.8749	19.7611	459.3802	0	0	0	0	35.8556	0	48.2447	123.2134	0	0	3.912189	103.85193	23.034856
hsa-miR-5100	403.5838	1383.7	374.7509	634.8803	588.2222	3260.1144	1499.7001	1147.8724	1198.5336	1135.0022	0	2652.5199	1099.7643	337.7095	223.5136	618.4497	217.372	565.391	1276.7316	703.6679	567.1506	688.895	1637.4045	914.6017	884.4861	369.6402	978.7928	2261.4595	1165.706411	812.64538	1000.677589
hsa-miR-513a-3p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28437	0
hsa-miR-513a-5p	0	69.185	17.0341	0	0	0	12.4975	0	0	0	0	0	31.4218	42.2137	0	66.2625	59.2833	318.0324	0	87.9585	0	0	0	21.2698	0	0	0	0	10.968511	51.72137	12.136478
hsa-miR-513b-5p	0	0	5.678	31.744	0	0	0	0	0	63.0557	0	0	0	0	0	11.0437	19.7611	141.3478	0	87.9585	0	0	0	0	0	0	0	0	4.158	23.52083	9.773167
hsa-miR-513c-3p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28437	0
hsa-miR-513c-5p	0	0	0	0	44.3941	0	12.4975	0	0	0	0	0	0	14.0712	0	55.2187	0	35.3369	0	0	0	0	0	0	0	0	0	0	6.321289	10.46268	0
hsa-miR-514a-3p	53.8112	0	22.7122	126.9761	0	0	62.4875	10.1582	0	63.0557	264.9709	884.1733	188.531	168.8547	44.7027	629.4934	29.6416	530.0541	0	0	0	0	59.7593	42.5396	144.7341	308.0335	0	173.9584	30.6828	280.34774	81.002767
hsa-miR-514a-5p	0	0	22.7122	63.488	0	0	12.4975	40.6327	0	0	0	0	219.9529	56.2849	0	143.5687	49.4027	176.6847	0	0	0	0	47.8074	0	16.0816	0	0	0	15.481156	64.58939	7.098778
hsa-miR-514b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	2.09242	0
hsa-miR-514b-5p	0	0	11.3561	0	0	0	12.4975	10.1582	0	0	0	0	94.2655	14.0712	0	66.2625	19.7611	353.3694	0	0	0	0	0	0	32.1631	246.4268	0	0	3.779089	54.77297	30.954433
hsa-miR-516a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	28.1425	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	6.34794	0
hsa-miR-5187-5p	0	0	0	0	0	0	0	0	0	126.1114	0	0	0	0	0	22.0875	0	0	0	0	0	0	0	0	0	0	0	0	0	14.81989	0
hsa-miR-5194	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-519a-2-5p	0	0	0	0	0	53.4445	0	0	0	0	0	0	0	0	89.4055	0	0	106.0108	0	0	0	0	0	0	0	0	0	0	5.938278	19.54163	0
hsa-miR-519a-3p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28437	0
hsa-miR-519a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-520b-5p	0	0	0	0	0	53.4445	0	0	0	0	0	0	0	0	89.4055	0	0	106.0108	0	0	0	0	0	0	0	0	0	0	5.938278	19.54163	0
hsa-miR-521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.1631	0	0	0	0	0	3.573678
hsa-miR-522-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137.779	0	0	0	0	0	0	0	0	15.308778
hsa-miR-524-5p	0	0	5.678	63.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87.9585	0	0	0	0	0	0	0	0	7.685111	0	9.773167
hsa-miR-532-3p	2260.0694	4012.73	4655.9957	4444.1623	4983.2412	4275.5598	4474.1052	4814.9691	5358.15	4666.1202	0	2829.3546	3079.3401	3954.0152	3799.7318	4318.104	3655.8014	3851.7262	3191.8289	2462.8375	5142.1658	4546.7071	4804.6469	6359.6724	7847.8041	4558.896	5927.1343	3740.1061	4364.331411	3334.60224	5043.330022
hsa-miR-532-5p	3094.1427	6157.4651	5757.5362	7872.516	4583.694	4275.5598	5836.3327	5373.668	7543.7112	6179.4565	794.9126	2298.8506	4021.9953	6571.2637	5230.219	4704.6351	4001.6204	4664.4758	2074.6888	6420.9693	6767.9976	5511.1601	5270.7693	8380.3042	6882.9101	4004.4357	5818.3796	3131.2516	5610.513967	4054.21178	5798.686389
hsa-miR-539-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-542-3p	215.2447	276.74	136.273	222.2081	55.4927	0	74.985	60.949	70.502	0	0	0	31.4218	619.1341	134.1082	198.7874	138.3276	176.6847	0	0	189.0502	137.779	59.7593	191.4283	80.4078	0	108.7548	0	123.599389	129.84638	85.242156
hsa-miR-542-5p	134.5279	0	28.3902	0	33.2956	0	0	0	70.502	0	0	0	0	126.6411	0	0	0	70.6739	0	0	0	0	95.6149	42.5396	48.2447	0	0	0	29.635078	19.7315	20.711022
hsa-miR-544b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37.81	0	0	0	0	0	0	0	0	0	4.201111
hsa-miR-545-5p	0	0	5.678	0	0	0	0	10.1582	0	63.0557	0	0	0	0	0	0	0	0	319.1829	0	0	0	0	0	0	0	0	0	1.759578	38.22386	0
hsa-miR-548aa	0	0	5.678	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0195	0	0
hsa-miR-548ah-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-548aw	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	0	0	2.363311
hsa-miR-548ax	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-548ay-3p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	0	0
hsa-miR-548b-3p	0	0	51.1024	0	66.5912	160.3335	74.985	60.949	0	189.167	0	0	0	70.3561	0	99.3937	0	35.3369	0	175.917	37.81	0	35.8556	0	209.0604	0	54.3774	0	45.995678	39.42537	57.002267
hsa-miR-548d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-548j-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-548o-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	0	1.10437	0
hsa-miR-548t-3p	0	0	5.678	0	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0195	0	0
