miRNA name	H1	H2	H3	H4	H5	H6	H7	H8	H9	L1	L10	L2	L3	L4	L5	L6	L7	L8	L9	S1	S2	S3	S4	S5	S6	S7	S8	S9	HC	LN	SLE
hsa-miR-6826-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	56.2849	0	0	9.8805	35.3369	0	0	0	0	0	0	0	0	0	0	0	10.15023	0
hsa-miR-6827-3p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-6827-5p	0	0	0	0	22.1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.466344	0	0
hsa-miR-6832-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-6834-5p	0	0	0	0	0	0	0	0	0	0	0	0	94.2655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.42655	0
hsa-miR-6847-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-6852-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-6858-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	0	0	1.327989
hsa-miR-6858-5p	0	0	0	0	0	0	0	0	0	0	0	176.8347	0	0	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0	20.64763	0
hsa-miR-6865-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0875	0	0	0	0	0	0	0	0	0	0	0	0	0	2.20875	0
hsa-miR-6866-3p	0	0	0	0	0	0	0	0	141.0039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6671	0	0
hsa-miR-6872-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44.7027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.47027	0
hsa-miR-6875-3p	0	0	0	63.488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.054222	0	0
hsa-miR-6875-5p	0	0	0	0	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.14218	0
hsa-miR-6876-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-6876-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-6879-3p	0	0	17.0341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.892678	0	0
hsa-miR-6884-3p	0	0	0	0	0	0	0	0	70.502	0	0	0	0	0	0	22.0875	0	0	0	0	0	0	0	0	0	0	0	0	7.833556	2.20875	0
hsa-miR-6885-5p	0	0	0	0	22.1971	0	0	40.6327	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	6.981089	0.98805	0
hsa-miR-6886-3p	26.9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.989511	0	0
hsa-miR-6887-3p	0	0	0	0	0	0	0	30.4745	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.386056	1.40712	0
hsa-miR-6887-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.6739	0	0	0	0	0	0	0	61.6067	0	0	0	7.06739	6.845189
hsa-miR-6891-3p	0	0	0	31.744	0	0	0	0	0	0	0	0	31.4218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.527111	3.14218	0
hsa-miR-6891-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	1.40712	1.786844
hsa-miR-6892-5p	0	0	0	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.28437	0
hsa-miR-6894-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-7-1-3p	242.1503	968.59	459.9215	920.5765	787.9958	534.445	537.3925	436.801	423.0118	378.3341	0	1061.008	439.9057	379.9232	447.0273	541.1435	335.9385	494.7171	0	351.8339	718.3908	688.895	501.978	382.8565	771.9152	1170.5274	435.019	869.7921	590.098267	407.79974	654.578656
hsa-miR-7-2-3p	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	1.233167	1.10437	0
hsa-miR-7-5p	3201.765	345.925	28.3902	0	11.0985	53.4445	112.4775	81.2653	846.0237	189.167	0	1768.3466	251.3747	196.9972	4872.5972	99.3937	98.8054	70.6739	3670.6033	967.5433	37.81	137.779	59.7593	1148.5696	64.3263	308.0335	54.3774	347.9168	520.0433	1121.7959	347.346133
hsa-miR-708-5p	0	0	5.678	0	0	0	12.4975	10.1582	0	0	0	0	0	0	89.4055	11.0437	0	70.6739	0	0	0	0	0	42.5396	0	0	0	0	3.148189	17.11231	4.726622
hsa-miR-7109-3p	0	0	11.3561	0	0	0	37.4925	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	0	0	0	0	0	5.427622	1.10437	0
hsa-miR-7111-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-7113-3p	53.8112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.979022	0	0
hsa-miR-7113-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	0	0	0	0	0	0	3.53369	0
hsa-miR-7114-5p	0	0	0	0	0	0	24.995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.777222	0	0
hsa-miR-7157-5p	0	0	0	0	0	0	0	20.3163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.257367	0	0
hsa-miR-718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	0	0	0	0	0	0	0	0.98805	0
hsa-miR-744-3p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	37.81	0	0	0	0	0	0	0	1.128689	0	4.201111
hsa-miR-744-5p	618.8285	415.11	408.8191	253.9521	255.2663	267.2225	324.935	558.6989	282.0079	378.3341	0	176.8347	471.3276	295.4958	89.4055	463.8373	494.0272	1130.782	478.7743	0	302.4803	275.558	394.4113	361.5867	305.5497	184.8201	652.5285	173.9584	376.093367	397.88185	294.543667
hsa-miR-760	0	0	0	0	11.0985	0	0	0	0	0	0	0	0	0	0	0	39.5222	35.3369	0	0	0	0	0	0	0	123.2134	0	0	1.233167	7.48591	13.690378
hsa-miR-765	0	0	28.3902	0	0	0	0	0	0	0	0	0	0	14.0712	0	55.2187	49.4027	35.3369	0	0	113.4301	0	35.8556	0	0	0	0	0	3.154467	15.40295	16.5873
hsa-miR-766-3p	0	0	34.0683	0	22.1971	0	0	0	70.502	0	0	0	0	14.0712	0	0	9.8805	0	159.5914	0	0	0	59.7593	21.2698	32.1631	0	54.3774	0	14.085267	18.35431	18.618844
hsa-miR-767-5p	0	0	0	0	0	0	0	0	0	126.1114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.61114	0
hsa-miR-769-3p	0	0	11.3561	0	0	0	0	40.6327	0	0	0	0	0	0	0	22.0875	0	0	0	0	0	0	0	21.2698	0	0	0	0	5.776533	2.20875	2.363311
hsa-miR-769-5p	0	0	62.4585	222.2081	99.8868	0	87.4825	91.4235	0	189.167	0	353.6693	62.8437	42.2137	89.4055	88.35	29.6416	141.3478	0	87.9585	37.81	0	23.9037	106.349	96.4894	0	108.7548	173.9584	62.6066	99.66386	70.580422
hsa-miR-7704	0	0	0	0	0	106.889	0	10.1582	0	0	0	176.8347	0	0	0	0	0	0	319.1829	0	0	0	0	0	0	0	54.3774	0	13.005244	49.60176	6.041933
hsa-miR-7706	0	0	0	0	0	0	62.4875	0	0	0	0	0	0	14.0712	0	0	0	0	159.5914	0	0	0	0	0	0	0	0	0	6.943056	17.36626	0
hsa-miR-7847-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.8805	0	0	263.8755	0	0	0	0	0	0	0	0	0	0.98805	29.3195
hsa-miR-7976	0	0	0	0	0	0	0	0	0	189.167	0	0	0	0	0	0	0	106.0108	0	175.917	0	0	0	0	0	0	0	0	0	29.51778	19.546333
hsa-miR-7977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-802	26.9056	0	22.7122	0	0	0	0	0	0	0	0	0	62.8437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86.9792	5.513089	6.28437	9.664356
hsa-miR-8060	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.128689	0	0
hsa-miR-8063	107.6224	0	0	0	0	0	0	0	0	0	1589.8251	0	0	0	0	0	0	0	319.1829	87.9585	0	0	0	0	0	0	0	0	11.958044	190.9008	9.773167
hsa-miR-8064	0	0	0	0	0	0	0	0	0	63.0557	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.30557	0
hsa-miR-8065	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-8072	0	0	0	63.488	0	0	0	10.1582	70.502	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	0	0	0	0	16.016467	0	1.327989
hsa-miR-8085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173.9584	0	0	19.328711
hsa-miR-874-3p	591.9229	830.22	1896.4666	1396.7367	1553.7946	1763.6684	1699.6601	1493.2499	987.0276	1639.4476	0	884.1733	157.1092	830.2025	849.3518	938.7183	1314.1124	1060.1081	159.5914	1583.2527	2192.9825	3857.8121	1266.8969	2594.9165	3698.7601	1047.3139	2610.1142	956.7713	1356.971867	783.28146	2200.980022
hsa-miR-874-5p	0	69.185	102.2048	31.744	55.4927	0	49.99	40.6327	70.502	63.0557	0	0	0	84.4274	223.5136	121.4812	88.9249	141.3478	0	0	151.2402	0	119.5186	63.8094	144.7341	0	0	173.9584	46.639022	72.27506	72.584522
hsa-miR-875-5p	0	0	0	0	0	0	0	0	0	0	0	530.504	0	0	0	0	0	282.6955	0	0	0	0	11.9519	0	0	0	0	0	0	81.31995	1.327989
hsa-miR-876-5p	0	0	0	0	0	0	12.4975	0	0	0	0	0	0	0	0	33.1312	39.5222	0	0	0	0	0	23.9037	0	0	0	0	0	1.388611	7.26534	2.655967
hsa-miR-877-5p	672.6397	138.37	340.6826	317.4402	310.7589	320.667	349.93	406.3265	352.5099	882.7795	0	176.8347	942.6551	689.4902	89.4055	563.231	484.1467	742.0757	0	967.5433	567.1506	826.674	501.978	595.5546	482.447	1047.3139	924.4154	0	356.591644	457.06184	657.008533
hsa-miR-885-5p	0	0	11.3561	0	22.1971	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.9519	0	16.0816	0	0	0	5.116744	0	3.114833
hsa-miR-887-3p	0	0	51.1024	63.488	44.3941	0	0	40.6327	0	63.0557	0	0	31.4218	56.2849	0	11.0437	49.4027	35.3369	0	0	0	0	11.9519	0	48.2447	0	0	0	22.179689	24.65457	6.688511
hsa-miR-888-5p	376.6782	761.035	193.0535	253.9521	99.8868	0	212.4575	40.6327	0	0	0	0	62.8437	70.3561	0	44.175	0	0	0	87.9585	113.4301	275.558	47.8074	319.0471	96.4894	0	0	86.9792	215.299533	17.73748	114.141078
hsa-miR-890	0	0	79.4926	0	55.4927	0	62.4875	0	0	0	0	0	0	70.3561	0	0	9.8805	0	0	0	37.81	0	0	63.8094	0	0	0	173.9584	21.941422	8.02366	30.619756
hsa-miR-891a-5p	134.5279	415.11	420.1752	158.7201	144.2809	0	387.4225	172.6888	0	0	0	0	0	42.2137	0	11.0437	19.7611	0	0	0	226.8603	0	71.7111	361.5867	112.571	61.6067	217.5095	0	203.658378	7.30185	116.8717
hsa-miR-891b	0	0	11.3561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.261789	0	0
hsa-miR-892a	26.9056	207.555	34.0683	63.488	33.2956	53.4445	137.4725	0	70.502	0	0	0	0	28.1425	0	0	0	0	0	0	37.81	0	11.9519	63.8094	32.1631	61.6067	54.3774	173.9584	69.636833	2.81425	48.408544
hsa-miR-892b	26.9056	0	34.0683	95.232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	17.356211	0	2.363311
hsa-miR-892c-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.5396	0	0	0	0	0	0	4.726622
hsa-miR-9-3p	0	0	90.8487	31.744	22.1971	0	12.4975	10.1582	0	0	0	0	0	84.4274	0	88.35	19.7611	0	0	0	189.0502	137.779	23.9037	21.2698	48.2447	123.2134	108.7548	0	18.605056	19.25385	72.4684
hsa-miR-9-5p	1237.6571	691.85	56.7804	158.7201	11.0985	213.778	62.4875	71.1071	282.0079	63.0557	0	707.3386	0	211.0684	1028.1627	22.0875	39.5222	0	957.5487	0	0	0	107.5667	297.7773	96.4894	61.6067	0	260.9376	309.498511	302.87838	91.597522
hsa-miR-92a-1-5p	80.7168	0	62.4585	31.744	11.0985	0	0	40.6327	141.0039	0	0	353.6693	62.8437	0	44.7027	0	19.7611	0	0	0	75.6201	0	35.8556	0	0	0	0	0	40.850489	48.09768	12.386189
hsa-miR-92a-2-5p	53.8112	69.185	17.0341	0	11.0985	0	0	10.1582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.920778	0	0
hsa-miR-92a-3p	5219.6841	8717.3101	8920.2065	9205.7647	8956.5159	8390.7862	9998.0004	11163.8207	7755.2171	4603.0645	1059.8834	12732.0955	20706.9914	11017.772	6928.9227	6858.1652	4999.5554	7314.7461	7181.6151	3078.5469	7448.5783	6888.9501	7685.0446	6593.6403	10083.1417	11397.24	9461.6639	5479.6904	8703.033967	8340.28113	7568.499578
hsa-miR-92b-3p	430.4894	830.22	567.8044	571.3923	865.6856	160.3335	637.3725	680.5969	211.5059	252.2227	0	707.3386	408.4839	759.8463	536.4327	684.7121	177.8498	388.7063	159.5914	351.8339	680.5808	551.116	776.8708	553.015	643.2626	246.4268	706.9059	782.8129	550.600056	407.51838	588.091633
hsa-miR-92b-5p	0	0	22.7122	0	11.0985	0	12.4975	20.3163	0	0	0	0	0	0	0	0	19.7611	0	0	0	189.0502	0	23.9037	170.1585	80.4078	0	0	173.9584	7.402722	1.97611	70.830956
hsa-miR-93-3p	134.5279	207.555	79.4926	0	66.5912	106.889	87.4825	91.4235	0	0	0	0	31.4218	126.6411	268.2164	209.8311	88.9249	0	0	87.9585	264.6703	137.779	59.7593	42.5396	176.8972	184.8201	108.7548	0	85.995744	72.50353	118.130978
hsa-miR-93-5p	4573.95	2698.215	3957.5964	4444.1623	3862.2894	4008.3373	5636.3727	5282.2445	4935.1382	7503.6257	0	3359.8585	5687.3527	8428.6659	6616.0036	6946.5151	5335.4939	4947.1713	5745.2921	3606.2978	4234.7247	6200.0551	5103.4433	3381.8994	6593.4419	5236.5697	5437.7379	2348.4387	4377.589533	5456.99788	4682.512056
hsa-miR-934	0	0	34.0683	0	55.4927	160.3335	237.4525	101.5816	0	0	0	0	0	0	178.8109	66.2625	118.5665	70.6739	319.1829	0	37.81	0	0	42.5396	48.2447	0	54.3774	0	65.436511	75.34967	20.330189
hsa-miR-935	0	0	0	0	22.1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.466344	0	0
hsa-miR-937-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.1829	0	0	0	0	0	48.2447	0	0	0	0	31.91829	5.360522
hsa-miR-940	0	0	0	0	0	0	0	0	0	63.0557	0	0	0	14.0712	0	11.0437	29.6416	0	0	0	37.81	0	0	0	0	0	0	0	0	11.78122	4.201111
hsa-miR-942-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.0816	0	0	0	0	0	1.786844
hsa-miR-942-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22.0875	0	0	0	0	0	0	0	21.2698	32.1631	0	0	0	0	2.20875	5.936989
hsa-miR-943	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40712	0
hsa-miR-95-3p	53.8112	138.37	22.7122	31.744	122.0839	0	87.4825	71.1071	0	126.1114	0	0	31.4218	295.4958	0	154.6124	138.3276	141.3478	0	0	0	0	239.0372	85.0792	48.2447	61.6067	0	0	58.5901	88.73168	48.218644
hsa-miR-96-3p	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	11.0437	0	0	0	0	0	0	0	21.2698	0	0	0	0	0.630889	1.10437	2.363311
hsa-miR-96-5p	0	0	0	0	0	0	0	10.1582	0	0	0	0	0	14.0712	0	0	9.8805	0	0	0	0	0	0	0	0	61.6067	0	0	1.128689	2.39517	6.845189
hsa-miR-98-3p	565.0174	1245.33	380.4289	920.5765	832.39	962.001	524.895	650.1224	282.0079	567.5011	0	2475.6852	1099.7643	844.2737	223.5136	1159.5931	365.5801	176.6847	638.3658	175.917	226.8603	826.674	406.3632	510.4754	787.9967	554.4603	489.3964	869.7921	706.974344	755.09616	538.659489
hsa-miR-98-5p	4197.2718	1729.625	2657.3244	2729.9854	1920.0462	1817.1129	2736.9526	2752.8621	2115.0592	1513.3363	0	3183.0239	1539.6701	2926.8155	2056.3254	1899.524	1412.9178	1943.5316	957.5487	3606.2978	1134.3013	1102.232	2772.831	1701.5846	1736.8091	2033.0212	2066.3404	1565.6258	2517.359956	1743.26933	1968.782578
hsa-miR-9902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.6416	0	0	0	0	0	0	0	0	0	0	0	0	2.96416	0
hsa-miR-9985	0	0	5.678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21.2698	0	0	0	0	0.630889	0	2.363311
hsa-miR-99a-3p	269.0559	415.11	221.4437	476.1602	255.2663	641.334	612.3775	436.801	211.5059	1198.0579	0	0	157.1092	562.8491	581.1354	452.7935	266.7747	176.6847	0	351.8339	415.9105	0	406.3632	489.2056	498.5285	616.067	598.1512	347.9168	393.228278	339.54045	413.775189
hsa-miR-99a-5p	457.395	830.22	925.5211	571.3923	843.4885	427.556	1062.2875	670.4387	352.5099	630.5568	0	0	188.531	942.7723	1832.8118	916.6308	513.7883	424.0433	1117.1401	967.5433	983.0611	137.779	812.7263	553.015	1286.5253	924.1005	1087.5476	0	682.312111	656.62744	750.255344
hsa-miR-99b-3p	484.3006	69.185	374.7509	920.5765	599.3208	1389.5569	724.855	619.6479	493.5138	567.5011	0	0	502.7494	520.6355	625.8382	629.4934	711.3992	388.7063	159.5914	1055.5018	680.5808	413.337	776.8708	616.8244	804.0783	492.8536	978.7928	782.8129	630.634156	410.59145	733.516933
hsa-miR-99b-5p	2825.0868	4635.395	4338.0253	5110.7866	4217.4425	6680.5622	3836.7327	4063.265	2679.075	5107.5099	264.9709	3183.0239	3770.6206	5600.349	4202.0563	5058.0349	4031.262	4169.7586	3351.4204	3870.1733	4915.3055	7853.4031	5354.4323	3084.1221	6368.3	4127.6491	4023.926	2522.3971	4265.152344	3873.90065	4679.967611
4_31881	26.9056	0	0	95.232	66.5912	53.4445	112.4775	30.4745	705.0197	63.0557	0	1061.008	62.8437	56.2849	0	99.3937	9.8805	141.3478	319.1829	439.7924	226.8603	275.558	23.9037	255.2377	96.4894	61.6067	217.5095	347.9168	121.127222	181.29972	216.097167
2_20883	0	0	17.0341	126.9761	0	160.3335	37.4925	0	0	0	0	0	0	0	0	0	9.8805	0	0	0	0	0	11.9519	0	0	0	0	0	37.9818	0.98805	1.327989
1_3083	26.9056	0	0	0	0	0	12.4975	0	0	0	0	0	282.7965	56.2849	0	11.0437	9.8805	0	0	0	0	0	0	21.2698	0	0	0	0	4.378122	36.00056	2.363311
3_28288	53.8112	345.925	0	0	11.0985	267.2225	62.4875	0	141.0039	0	264.9709	0	31.4218	70.3561	0	11.0437	0	0	159.5914	0	37.81	137.779	11.9519	0	48.2447	0	0	347.9168	97.949844	53.73839	64.855822
1_3077	26.9056	0	0	0	0	0	12.4975	0	0	0	0	0	282.7965	56.2849	0	11.0437	9.8805	0	0	0	0	0	0	21.2698	0	0	0	0	4.378122	36.00056	2.363311
3_28278	19452.7403	42825.5154	488.3117	22189.0674	4050.9645	59109.6147	3936.7127	1320.5611	23265.6514	378.3341	788288.2883	353.6693	1539.6701	2420.2513	10460.4381	187.7437	217.372	106.0108	259655.2825	41252.5288	16031.458	6751.1711	9023.6527	1786.6638	17030.3781	6160.6703	4132.6808	20527.094	19626.57102	106360.706	13632.92196
5_33577	0	0	17.0341	0	0	0	0	0	0	63.0557	0	0	31.4218	14.0712	0	0	19.7611	35.3369	0	0	0	0	35.8556	0	0	0	0	0	1.892678	16.36467	3.983956
12_9071	123954.0453	69.185	0	31.744	0	0	0	0	0	0	0	0	0	1364.9092	16316.4953	0	0	0	22023.6195	38877.6497	37.81	0	0	42.5396	128.6525	0	0	0	13783.88603	3970.5024	4342.961311
12_9039	0	0	0	0	0	0	12.4975	0	70.502	0	0	353.6693	31.4218	0	89.4055	11.0437	0	70.6739	478.7743	0	0	0	35.8556	0	16.0816	61.6067	163.1321	173.9584	9.222167	103.49885	50.070489
21_25399	1372.185	13491.0751	408.8191	4094.9781	2796.8303	31799.4762	3799.2402	497.75	27636.7738	504.4454	6624.2713	884.1733	6567.1642	478.4218	4649.0836	33.1312	227.2525	70.6739	12926.9071	6948.7202	3705.3842	1377.79	1003.9561	1020.9508	1302.6068	862.4938	1033.1702	2000.5219	9544.125311	3296.55243	2139.510444
3_26566	215.2447	0	0	0	11.0985	0	12.4975	0	0	0	0	0	31.4218	84.4274	312.9191	0	0	0	797.9572	439.7924	37.81	0	0	0	0	0	0	0	26.537856	122.67255	53.066933
7_39076	0	69.185	0	126.9761	0	0	12.4975	10.1582	0	126.1114	0	0	62.8437	14.0712	44.7027	33.1312	0	0	0	0	0	275.558	0	63.8094	0	0	0	0	24.312978	28.08602	37.707489
19_19871	0	0	17.0341	31.744	11.0985	53.4445	74.985	91.4235	211.5059	63.0557	0	353.6693	31.4218	14.0712	89.4055	33.1312	49.4027	106.0108	3989.7861	175.917	113.4301	0	11.9519	21.2698	48.2447	0	108.7548	173.9584	54.581722	472.99543	72.614078
19_18912	161.4335	0	62.4585	0	0	53.4445	12.4975	10.1582	0	0	0	0	125.6874	140.7123	44.7027	55.2187	533.5494	106.0108	0	87.9585	0	0	0	42.5396	32.1631	0	0	0	33.332467	100.58813	18.073467
17_16965	0	0	0	0	0	0	0	0	0	945.8352	0	0	94.2655	42.2137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108.23144	0
4_31485	0	0	0	0	0	0	0	0	141.0039	0	0	0	31.4218	0	0	11.0437	9.8805	0	0	0	0	275.558	0	0	0	61.6067	108.7548	173.9584	15.6671	5.2346	68.875322
2_20531	107.6224	69.185	0	0	0	0	24.995	20.3163	0	0	2649.7085	0	0	0	89.4055	0	9.8805	0	797.9572	351.8339	0	0	131.4704	233.9679	112.571	0	0	0	24.679856	354.69517	92.2048
2_19980	0	0	0	95.232	33.2956	53.4445	12.4975	0	141.0039	126.1114	264.9709	530.504	157.1092	70.3561	44.7027	55.2187	0	35.3369	319.1829	0	151.2402	0	71.7111	63.8094	32.1631	0	0	434.8961	37.274833	160.34928	83.757767
22_25633	26.9056	0	0	31.744	0	0	0	0	0	0	529.9417	0	0	0	134.1082	0	0	0	159.5914	87.9585	0	0	23.9037	21.2698	0	0	0	0	6.516622	82.36413	14.792444
14_12583	0	0	0	0	0	53.4445	24.995	40.6327	141.0039	0	0	353.6693	31.4218	14.0712	44.7027	0	0	35.3369	478.7743	0	151.2402	275.558	0	21.2698	16.0816	0	0	869.7921	28.897344	95.79762	148.215744
X_44413	0	0	0	0	22.1971	0	0	10.1582	0	63.0557	0	0	0	0	0	0	0	0	0	0	37.81	0	0	63.8094	0	0	0	173.9584	3.595033	6.30557	30.619756
3_27695	0	0	0	0	0	320.667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35.629667	0	0
7_38417	134.5279	69.185	22.7122	0	0	106.889	199.96	20.3163	0	63.0557	0	0	0	70.3561	223.5136	0	29.6416	247.3586	319.1829	87.9585	37.81	0	11.9519	21.2698	0	123.2134	0	0	61.510044	95.31085	31.355956
6_36073	0	0	17.0341	31.744	11.0985	53.4445	74.985	91.4235	211.5059	63.0557	0	353.6693	31.4218	14.0712	178.8109	33.1312	49.4027	106.0108	5106.9263	175.917	113.4301	0	11.9519	21.2698	48.2447	0	108.7548	173.9584	54.581722	593.64999	72.614078
15_13786	0	138.37	17.0341	63.488	11.0985	587.8895	99.98	40.6327	705.0197	189.167	264.9709	353.6693	314.2184	126.6411	44.7027	110.4374	19.7611	459.3802	319.1829	175.917	642.7707	1102.232	95.6149	297.7773	128.6525	431.2469	0	173.9584	184.834722	220.2131	338.685522
17_17440	0	0	0	0	0	0	0	0	0	0	0	353.6693	0	0	0	22.0875	0	0	0	0	0	0	0	0	0	0	54.3774	0	0	37.57568	6.041933
7_37954	80.7168	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	178.8109	0	0	0	0	0	0	0	0	0	0	0	0	0	8.968533	19.28821	0
1_316	0	0	0	0	0	0	24.995	0	0	126.1114	0	0	0	0	0	0	9.8805	35.3369	0	0	0	0	0	0	16.0816	0	0	0	2.777222	17.13288	1.786844
13_11490	26.9056	0	11.3561	63.488	0	0	0	10.1582	0	1071.9465	2384.7377	707.3386	942.6551	675.419	89.4055	33.1312	19.7611	212.0216	0	87.9585	0	0	83.663	0	0	0	0	0	12.434211	613.64163	19.069056
12_10226	26.9056	0	11.3561	63.488	0	0	0	10.1582	0	1071.9465	2384.7377	707.3386	942.6551	675.419	89.4055	33.1312	19.7611	212.0216	0	87.9585	0	0	83.663	0	0	0	0	0	12.434211	613.64163	19.069056
2_22333	0	0	0	0	0	0	0	0	0	0	0	0	0	14.0712	44.7027	11.0437	0	70.6739	0	0	0	0	23.9037	0	0	0	0	0	0	14.04915	2.655967
6_35153	26.9056	69.185	0	0	0	0	0	0	0	189.167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.3774	86.9792	10.676733	18.9167	15.706289
15_13926	0	0	0	0	0	0	37.4925	0	0	0	0	0	0	0	0	0	0	35.3369	0	0	0	0	0	21.2698	16.0816	0	0	0	4.165833	3.53369	4.150156
3_27794	0	0	0	63.488	0	0	12.4975	0	0	0	0	0	0	0	0	0	0	0	0	87.9585	0	0	0	0	64.3263	0	0	0	8.442833	0	16.920533
